INFO:Train: Start training Gaussian_PnP_ADMM_2iters_MultiEllipse on /home/michaelbertagna/git/Galaxy-Deconv/simulated_datasets/LSST_23.5_deconv data for 10 epochs.
INFO:Dataset: Successfully constructed train dataset. Total Samples: 40000.
/home/michaelbertagna/git/Galaxy-Deconv/Galaxy-Deconv.env/lib/python3.11/site-packages/torch/functional.py:534: UserWarning: torch.meshgrid: in an upcoming release, it will be required to pass the indexing argument. (Triggered internally at ../aten/src/ATen/native/TensorShape.cpp:3595.)
  return _VF.meshgrid(tensors, **kwargs)  # type: ignore[attr-defined]
INFO:Train: [3: 900/1125]  train_loss=0.6841  val_loss=0.6778
INFO:Train: [3: 925/1125]  train_loss=0.6504  val_loss=0.6779
INFO:Train: [3: 950/1125]  train_loss=0.6791  val_loss=0.6788
INFO:Train: [3: 975/1125]  train_loss=0.6945  val_loss=0.6786
INFO:Train: [3: 1000/1125]  train_loss=0.6694  val_loss=0.6778
INFO:Train: [3: 1025/1125]  train_loss=0.659  val_loss=0.6778
INFO:Train: [3: 1050/1125]  train_loss=0.7003  val_loss=0.6778
INFO:Train: [3: 1075/1125]  train_loss=0.709  val_loss=0.6778
INFO:Train: [3: 1100/1125]  train_loss=0.6654  val_loss=0.6778
INFO:Train: [3: 1125/1125]  train_loss=0.6268  val_loss=0.6778
INFO:Train: [3: 1125/1125]  train_loss=0.6774  val_loss=0.6778
INFO:Train: Model saved to ./saved_models_ellipse_loss/Gaussian_PnP_ADMM_2iters_MultiEllipse_3epochs.pth
INFO:Train: [4: 25/1125]  train_loss=0.7166  val_loss=0.6778
INFO:Train: [4: 50/1125]  train_loss=0.7316  val_loss=0.6778
INFO:Train: [4: 75/1125]  train_loss=0.7148  val_loss=0.6778
INFO:Train: [4: 100/1125]  train_loss=0.6577  val_loss=0.6778
INFO:Train: [4: 125/1125]  train_loss=0.6843  val_loss=0.678
INFO:Train: [4: 150/1125]  train_loss=0.6304  val_loss=0.6779
INFO:Train: [4: 175/1125]  train_loss=0.695  val_loss=0.6778
INFO:Train: [4: 200/1125]  train_loss=0.6581  val_loss=0.6778
INFO:Train: [4: 225/1125]  train_loss=0.6537  val_loss=0.6778
INFO:Train: [4: 250/1125]  train_loss=0.6854  val_loss=0.6778
INFO:Train: [4: 275/1125]  train_loss=0.6908  val_loss=0.6779
INFO:Train: [4: 300/1125]  train_loss=0.6572  val_loss=0.6778
INFO:Train: [4: 325/1125]  train_loss=0.6764  val_loss=0.6778
INFO:Train: [4: 350/1125]  train_loss=0.6763  val_loss=0.6778
INFO:Train: [4: 375/1125]  train_loss=0.6605  val_loss=0.6778
INFO:Train: [4: 400/1125]  train_loss=0.6851  val_loss=0.6778
INFO:Train: [4: 425/1125]  train_loss=0.6545  val_loss=0.6779
INFO:Train: [4: 450/1125]  train_loss=0.669  val_loss=0.6779
INFO:Train: [4: 475/1125]  train_loss=0.6706  val_loss=0.6779
INFO:Train: [4: 500/1125]  train_loss=0.6891  val_loss=0.6778
INFO:Train: [4: 525/1125]  train_loss=0.6988  val_loss=0.6781
INFO:Train: [4: 550/1125]  train_loss=0.6584  val_loss=0.6779
INFO:Train: [4: 575/1125]  train_loss=0.6336  val_loss=0.6779
INFO:Train: [4: 600/1125]  train_loss=0.6692  val_loss=0.6779
INFO:Train: [4: 625/1125]  train_loss=0.7079  val_loss=0.6778
INFO:Train: [4: 650/1125]  train_loss=0.6335  val_loss=0.6778
INFO:Train: [4: 675/1125]  train_loss=0.6554  val_loss=0.6779
INFO:Train: [4: 700/1125]  train_loss=0.6703  val_loss=0.6778
INFO:Train: [4: 725/1125]  train_loss=0.6691  val_loss=0.6778
INFO:Train: [4: 750/1125]  train_loss=0.7098  val_loss=0.6778
INFO:Train: [4: 775/1125]  train_loss=0.6965  val_loss=0.6778
INFO:Train: [4: 800/1125]  train_loss=0.6785  val_loss=0.6778
INFO:Train: [4: 825/1125]  train_loss=0.6807  val_loss=0.6778
INFO:Train: [4: 850/1125]  train_loss=0.6554  val_loss=0.6778
INFO:Train: [4: 875/1125]  train_loss=0.694  val_loss=0.6779
INFO:Train: [4: 900/1125]  train_loss=0.6616  val_loss=0.6778
INFO:Train: [4: 925/1125]  train_loss=0.6896  val_loss=0.6779
INFO:Train: [4: 950/1125]  train_loss=0.6835  val_loss=0.6778
INFO:Train: [4: 975/1125]  train_loss=0.6534  val_loss=0.6778
INFO:Train: [4: 1000/1125]  train_loss=0.6384  val_loss=0.6778
INFO:Train: [4: 1025/1125]  train_loss=0.6731  val_loss=0.6778
INFO:Train: [4: 1050/1125]  train_loss=0.6601  val_loss=0.6778
INFO:Train: [4: 1075/1125]  train_loss=0.6712  val_loss=0.6779
INFO:Train: [4: 1100/1125]  train_loss=0.6194  val_loss=0.6778
INFO:Train: [4: 1125/1125]  train_loss=0.6766  val_loss=0.6779
INFO:Train: [4: 1125/1125]  train_loss=0.6775  val_loss=0.6779
INFO:Train: [5: 25/1125]  train_loss=0.6928  val_loss=0.6778
INFO:Train: [5: 50/1125]  train_loss=0.6766  val_loss=0.6778
INFO:Train: [5: 75/1125]  train_loss=0.7204  val_loss=0.6778
INFO:Train: [5: 100/1125]  train_loss=0.669  val_loss=0.6779
INFO:Train: [5: 125/1125]  train_loss=0.6916  val_loss=0.6779
INFO:Train: [5: 150/1125]  train_loss=0.6852  val_loss=0.6778
INFO:Train: [5: 175/1125]  train_loss=0.6846  val_loss=0.6778
INFO:Train: [5: 200/1125]  train_loss=0.679  val_loss=0.6779
INFO:Train: [5: 225/1125]  train_loss=0.6534  val_loss=0.6778
INFO:Train: [5: 250/1125]  train_loss=0.703  val_loss=0.6778
INFO:Train: [5: 275/1125]  train_loss=0.6975  val_loss=0.6778
INFO:Train: [5: 300/1125]  train_loss=0.6689  val_loss=0.6779
INFO:Train: [5: 325/1125]  train_loss=0.7064  val_loss=0.6778
INFO:Train: [5: 350/1125]  train_loss=0.6747  val_loss=0.6778
INFO:Train: [5: 375/1125]  train_loss=0.6623  val_loss=0.6778
INFO:Train: [5: 400/1125]  train_loss=0.6333  val_loss=0.6779
INFO:Train: [5: 425/1125]  train_loss=0.659  val_loss=0.6779
INFO:Train: [5: 450/1125]  train_loss=0.6906  val_loss=0.6778
INFO:Train: [5: 475/1125]  train_loss=0.6554  val_loss=0.6778
INFO:Train: [5: 500/1125]  train_loss=0.6784  val_loss=0.6779
INFO:Train: [5: 525/1125]  train_loss=0.6762  val_loss=0.6779
INFO:Train: [5: 550/1125]  train_loss=0.6843  val_loss=0.678
INFO:Train: [5: 575/1125]  train_loss=0.6468  val_loss=0.6779
INFO:Train: [5: 600/1125]  train_loss=0.664  val_loss=0.6779
INFO:Train: [5: 625/1125]  train_loss=0.6592  val_loss=0.6779
INFO:Train: [5: 650/1125]  train_loss=0.6737  val_loss=0.6778
INFO:Train: [5: 675/1125]  train_loss=0.6927  val_loss=0.6779
INFO:Train: [5: 700/1125]  train_loss=0.7014  val_loss=0.6779
INFO:Train: [5: 725/1125]  train_loss=0.6585  val_loss=0.6777
INFO:Train: [5: 750/1125]  train_loss=0.6858  val_loss=0.6777
INFO:Train: [5: 775/1125]  train_loss=0.6841  val_loss=0.6777
INFO:Train: [5: 800/1125]  train_loss=0.6838  val_loss=0.6779
INFO:Train: [5: 825/1125]  train_loss=0.6646  val_loss=0.6779
INFO:Train: [5: 850/1125]  train_loss=0.6933  val_loss=0.6779
INFO:Train: [5: 875/1125]  train_loss=0.6783  val_loss=0.6778
INFO:Train: [5: 900/1125]  train_loss=0.6936  val_loss=0.6778
INFO:Train: [5: 925/1125]  train_loss=0.6586  val_loss=0.6778
INFO:Train: [5: 950/1125]  train_loss=0.6939  val_loss=0.6778
INFO:Train: [5: 975/1125]  train_loss=0.6877  val_loss=0.6778
INFO:Train: [5: 1000/1125]  train_loss=0.6728  val_loss=0.6778
INFO:Train: [5: 1025/1125]  train_loss=0.6978  val_loss=0.6779
INFO:Train: [5: 1050/1125]  train_loss=0.6575  val_loss=0.6779
INFO:Train: [5: 1075/1125]  train_loss=0.6832  val_loss=0.6779
INFO:Train: [5: 1100/1125]  train_loss=0.6479  val_loss=0.6779
INFO:Train: [5: 1125/1125]  train_loss=0.683  val_loss=0.6779
INFO:Train: [5: 1125/1125]  train_loss=0.6775  val_loss=0.6779
INFO:Train: Model saved to ./saved_models_ellipse_loss/Gaussian_PnP_ADMM_2iters_MultiEllipse_5epochs.pth
INFO:Train: [6: 25/1125]  train_loss=0.6526  val_loss=0.678
INFO:Train: [6: 50/1125]  train_loss=0.6917  val_loss=0.6779
INFO:Train: [6: 75/1125]  train_loss=0.6528  val_loss=0.6778
INFO:Train: [6: 100/1125]  train_loss=0.6472  val_loss=0.6778
INFO:Train: [6: 125/1125]  train_loss=0.6416  val_loss=0.6779
INFO:Train: [6: 150/1125]  train_loss=0.7077  val_loss=0.6777
INFO:Train: [6: 175/1125]  train_loss=0.6747  val_loss=0.6777
INFO:Train: [6: 200/1125]  train_loss=0.6672  val_loss=0.6777
INFO:Train: [6: 225/1125]  train_loss=0.6734  val_loss=0.6777
INFO:Train: [6: 250/1125]  train_loss=0.6604  val_loss=0.6777
INFO:Train: [6: 275/1125]  train_loss=0.6974  val_loss=0.6779
INFO:Train: [6: 300/1125]  train_loss=0.6581  val_loss=0.6781
INFO:Train: [6: 325/1125]  train_loss=0.6722  val_loss=0.6779
INFO:Train: [6: 350/1125]  train_loss=0.6955  val_loss=0.678
INFO:Train: [6: 375/1125]  train_loss=0.7069  val_loss=0.678
INFO:Train: [6: 400/1125]  train_loss=0.6585  val_loss=0.6779
INFO:Train: [6: 425/1125]  train_loss=0.6532  val_loss=0.6778
INFO:Train: [6: 450/1125]  train_loss=0.6896  val_loss=0.6778
INFO:Train: [6: 475/1125]  train_loss=0.7242  val_loss=0.6779
INFO:Train: [6: 500/1125]  train_loss=0.6739  val_loss=0.6779
INFO:Train: [6: 525/1125]  train_loss=0.6841  val_loss=0.6782
INFO:Train: [6: 550/1125]  train_loss=0.7901  val_loss=0.755
INFO:Train: [6: 575/1125]  train_loss=0.8006  val_loss=0.7545
INFO:Train: [6: 600/1125]  train_loss=0.7155  val_loss=0.6974
INFO:Train: [6: 625/1125]  train_loss=0.684  val_loss=0.6901
INFO:Train: [6: 650/1125]  train_loss=0.6892  val_loss=0.6886
INFO:Train: [6: 675/1125]  train_loss=0.6844  val_loss=0.6786
INFO:Train: [6: 700/1125]  train_loss=0.6776  val_loss=0.6778
INFO:Train: [6: 725/1125]  train_loss=0.6729  val_loss=0.6777
INFO:Train: [6: 750/1125]  train_loss=0.6554  val_loss=0.6777
INFO:Train: [6: 775/1125]  train_loss=0.6976  val_loss=0.6777
INFO:Train: [6: 800/1125]  train_loss=0.6722  val_loss=0.6777
INFO:Train: [6: 825/1125]  train_loss=0.7378  val_loss=0.6777
INFO:Train: [6: 850/1125]  train_loss=0.6621  val_loss=0.6777
INFO:Train: [6: 875/1125]  train_loss=0.6885  val_loss=0.6777
INFO:Train: [6: 900/1125]  train_loss=0.6633  val_loss=0.6777
INFO:Train: [6: 925/1125]  train_loss=0.6687  val_loss=0.6778
INFO:Train: [6: 950/1125]  train_loss=0.6427  val_loss=0.6777
INFO:Train: [6: 975/1125]  train_loss=0.6888  val_loss=0.6777
INFO:Train: [6: 1000/1125]  train_loss=0.6926  val_loss=0.6777
INFO:Train: [6: 1025/1125]  train_loss=0.674  val_loss=0.6777
INFO:Train: [6: 1050/1125]  train_loss=0.7003  val_loss=0.6778
INFO:Train: [6: 1075/1125]  train_loss=0.6801  val_loss=0.6777
INFO:Train: [6: 1100/1125]  train_loss=0.6677  val_loss=0.6777
INFO:Train: [6: 1125/1125]  train_loss=0.6972  val_loss=0.6777
INFO:Train: [6: 1125/1125]  train_loss=0.6774  val_loss=0.6777
INFO:Train: Model saved to ./saved_models_ellipse_loss/Gaussian_PnP_ADMM_2iters_MultiEllipse_6epochs.pth
INFO:Train: [7: 25/1125]  train_loss=0.6781  val_loss=0.6777
INFO:Train: [7: 50/1125]  train_loss=0.6856  val_loss=0.6777
INFO:Train: [7: 75/1125]  train_loss=0.6919  val_loss=0.6777
INFO:Train: [7: 100/1125]  train_loss=0.7121  val_loss=0.6777
INFO:Train: [7: 125/1125]  train_loss=0.6993  val_loss=0.6778
INFO:Train: [7: 150/1125]  train_loss=0.667  val_loss=0.6777
INFO:Train: [7: 175/1125]  train_loss=0.7076  val_loss=0.6777
INFO:Train: [7: 200/1125]  train_loss=0.7205  val_loss=0.6777
INFO:Train: [7: 225/1125]  train_loss=0.6654  val_loss=0.6778
INFO:Train: [7: 250/1125]  train_loss=0.6709  val_loss=0.6777
INFO:Train: [7: 275/1125]  train_loss=0.7189  val_loss=0.6777
INFO:Train: [7: 300/1125]  train_loss=0.6928  val_loss=0.6777
INFO:Train: [7: 325/1125]  train_loss=0.6445  val_loss=0.6777
INFO:Train: [7: 350/1125]  train_loss=0.6565  val_loss=0.6777
INFO:Train: [7: 375/1125]  train_loss=0.6827  val_loss=0.6777
INFO:Train: [7: 400/1125]  train_loss=0.7029  val_loss=0.6777
INFO:Train: [7: 425/1125]  train_loss=0.6646  val_loss=0.6777
INFO:Train: [7: 450/1125]  train_loss=0.6921  val_loss=0.6777
INFO:Train: [7: 475/1125]  train_loss=0.6997  val_loss=0.6777
INFO:Train: [7: 500/1125]  train_loss=0.6931  val_loss=0.6776
INFO:Train: [7: 525/1125]  train_loss=0.6656  val_loss=0.6776
INFO:Train: [7: 550/1125]  train_loss=0.726  val_loss=0.6776
INFO:Train: [7: 575/1125]  train_loss=0.6716  val_loss=0.6776
INFO:Train: [7: 600/1125]  train_loss=0.674  val_loss=0.6776
INFO:Train: [7: 625/1125]  train_loss=0.6569  val_loss=0.6776
INFO:Train: [7: 650/1125]  train_loss=0.6577  val_loss=0.6776
INFO:Train: [7: 675/1125]  train_loss=0.6873  val_loss=0.6776
INFO:Train: [7: 700/1125]  train_loss=0.6909  val_loss=0.6777
INFO:Train: [7: 725/1125]  train_loss=0.688  val_loss=0.6777
INFO:Train: [7: 750/1125]  train_loss=0.6733  val_loss=0.6777
INFO:Train: [7: 775/1125]  train_loss=0.6533  val_loss=0.6776
INFO:Train: [7: 800/1125]  train_loss=0.664  val_loss=0.6776
INFO:Train: [7: 825/1125]  train_loss=0.6866  val_loss=0.6777
INFO:Train: [7: 850/1125]  train_loss=0.6608  val_loss=0.6777
INFO:Train: [7: 875/1125]  train_loss=0.6689  val_loss=0.6777
INFO:Train: [7: 900/1125]  train_loss=0.6602  val_loss=0.6776
INFO:Train: [7: 925/1125]  train_loss=0.7089  val_loss=0.6777
INFO:Train: [7: 950/1125]  train_loss=0.6834  val_loss=0.6777
INFO:Train: [7: 975/1125]  train_loss=0.6751  val_loss=0.6777
INFO:Train: [7: 1000/1125]  train_loss=0.6624  val_loss=0.6777
INFO:Train: [7: 1025/1125]  train_loss=0.6806  val_loss=0.6777
INFO:Train: [7: 1050/1125]  train_loss=0.6981  val_loss=0.6777
INFO:Train: [7: 1075/1125]  train_loss=0.7276  val_loss=0.6777
INFO:Train: [7: 1100/1125]  train_loss=0.6798  val_loss=0.6776
INFO:Train: [7: 1125/1125]  train_loss=0.6609  val_loss=0.6776
INFO:Train: [7: 1125/1125]  train_loss=0.6772  val_loss=0.6776
INFO:Train: Model saved to ./saved_models_ellipse_loss/Gaussian_PnP_ADMM_2iters_MultiEllipse_7epochs.pth
INFO:Train: [8: 25/1125]  train_loss=0.6784  val_loss=0.6777
INFO:Train: [8: 50/1125]  train_loss=0.6722  val_loss=0.6778
INFO:Train: [8: 75/1125]  train_loss=0.7103  val_loss=0.6777
INFO:Train: [8: 100/1125]  train_loss=0.6927  val_loss=0.6777
INFO:Train: [8: 125/1125]  train_loss=0.7001  val_loss=0.6776
INFO:Train: [8: 150/1125]  train_loss=0.6842  val_loss=0.6778
INFO:Train: [8: 175/1125]  train_loss=0.7143  val_loss=0.6777
INFO:Train: [8: 200/1125]  train_loss=0.7129  val_loss=0.6776
INFO:Train: [8: 225/1125]  train_loss=0.7212  val_loss=0.6776
INFO:Train: [8: 250/1125]  train_loss=0.6559  val_loss=0.6776
INFO:Train: [8: 275/1125]  train_loss=0.6843  val_loss=0.6776
INFO:Train: [8: 300/1125]  train_loss=0.692  val_loss=0.6776
INFO:Train: [8: 325/1125]  train_loss=0.6942  val_loss=0.6777
INFO:Train: [8: 350/1125]  train_loss=0.6702  val_loss=0.6776
INFO:Train: [8: 375/1125]  train_loss=0.6528  val_loss=0.6777
INFO:Train: [8: 400/1125]  train_loss=0.7045  val_loss=0.6776
INFO:Train: [8: 425/1125]  train_loss=0.7119  val_loss=0.6777
INFO:Train: [8: 450/1125]  train_loss=0.6496  val_loss=0.6777
INFO:Train: [8: 475/1125]  train_loss=0.6583  val_loss=0.6776
INFO:Train: [8: 500/1125]  train_loss=0.6973  val_loss=0.6776
INFO:Train: [8: 525/1125]  train_loss=0.665  val_loss=0.6777
INFO:Train: [8: 550/1125]  train_loss=0.6424  val_loss=0.6776
INFO:Train: [8: 575/1125]  train_loss=0.7201  val_loss=0.6777
INFO:Train: [8: 600/1125]  train_loss=0.6367  val_loss=0.6777
INFO:Train: [8: 625/1125]  train_loss=0.6269  val_loss=0.6777
INFO:Train: [8: 650/1125]  train_loss=0.6741  val_loss=0.6777
INFO:Train: [8: 675/1125]  train_loss=0.6759  val_loss=0.6776
INFO:Train: [8: 700/1125]  train_loss=0.6931  val_loss=0.6777
INFO:Train: [8: 725/1125]  train_loss=0.6837  val_loss=0.6776
INFO:Train: [8: 750/1125]  train_loss=0.6534  val_loss=0.6776
INFO:Train: [8: 775/1125]  train_loss=0.6705  val_loss=0.6777
