INFO:Train: Start training Gaussian_PnP_ADMM_2iters_MultiEllipse on /home/michaelbertagna/git/Galaxy-Deconv/simulated_datasets/LSST_23.5_deconv data for 10 epochs.
INFO:Dataset: Successfully constructed train dataset. Total Samples: 40000.
/home/michaelbertagna/git/Galaxy-Deconv/Galaxy-Deconv.env/lib/python3.11/site-packages/torch/functional.py:534: UserWarning: torch.meshgrid: in an upcoming release, it will be required to pass the indexing argument. (Triggered internally at ../aten/src/ATen/native/TensorShape.cpp:3595.)
  return _VF.meshgrid(tensors, **kwargs)  # type: ignore[attr-defined]
INFO:Train: [1: 1000/1125]  train_loss=0.666  val_loss=0.9078
INFO:Train: [1: 1025/1125]  train_loss=0.9405  val_loss=0.9074
INFO:Train: [1: 1050/1125]  train_loss=0.7434  val_loss=0.9065
INFO:Train: [1: 1075/1125]  train_loss=0.8739  val_loss=0.9059
INFO:Train: [1: 1100/1125]  train_loss=0.6995  val_loss=0.9054
INFO:Train: [1: 1125/1125]  train_loss=0.7094  val_loss=0.9048
INFO:Train: [1: 1125/1125]  train_loss=0.8494  val_loss=0.9048
INFO:Train: Model saved to ./saved_models_ellipse_loss/Gaussian_PnP_ADMM_2iters_MultiEllipse_1epochs.pth
INFO:Train: [2: 25/1125]  train_loss=0.7293  val_loss=0.904
INFO:Train: [2: 50/1125]  train_loss=0.7073  val_loss=0.9033
INFO:Train: [2: 75/1125]  train_loss=0.7278  val_loss=0.9025
INFO:Train: [2: 100/1125]  train_loss=0.8026  val_loss=0.9015
INFO:Train: [2: 125/1125]  train_loss=0.8494  val_loss=0.9006
INFO:Train: [2: 150/1125]  train_loss=0.9323  val_loss=0.8994
INFO:Train: [2: 175/1125]  train_loss=0.6265  val_loss=0.8981
INFO:Train: [2: 200/1125]  train_loss=0.6797  val_loss=0.8967
INFO:Train: [2: 225/1125]  train_loss=0.7217  val_loss=0.8945
INFO:Train: [2: 250/1125]  train_loss=0.6119  val_loss=0.8919
INFO:Train: [2: 275/1125]  train_loss=0.758  val_loss=0.8896
INFO:Train: [2: 300/1125]  train_loss=0.6981  val_loss=0.8866
INFO:Train: [2: 325/1125]  train_loss=1.039  val_loss=0.8825
INFO:Train: [2: 350/1125]  train_loss=0.8766  val_loss=0.8788
INFO:Train: [2: 375/1125]  train_loss=0.6833  val_loss=0.8751
INFO:Train: [2: 400/1125]  train_loss=1.061  val_loss=0.8715
INFO:Train: [2: 425/1125]  train_loss=0.9748  val_loss=0.8668
INFO:Train: [2: 450/1125]  train_loss=0.7048  val_loss=0.8625
INFO:Train: [2: 475/1125]  train_loss=0.6424  val_loss=0.8577
INFO:Train: [2: 500/1125]  train_loss=0.6517  val_loss=0.8535
INFO:Train: [2: 525/1125]  train_loss=0.681  val_loss=0.8492
INFO:Train: [2: 550/1125]  train_loss=0.5956  val_loss=0.846
INFO:Train: [2: 575/1125]  train_loss=0.7833  val_loss=0.8429
INFO:Train: [2: 600/1125]  train_loss=0.8544  val_loss=0.8381
INFO:Train: [2: 625/1125]  train_loss=0.6003  val_loss=0.8331
INFO:Train: [2: 650/1125]  train_loss=0.6162  val_loss=0.8283
INFO:Train: [2: 675/1125]  train_loss=0.8718  val_loss=0.8227
INFO:Train: [2: 700/1125]  train_loss=0.879  val_loss=0.8217
INFO:Train: [2: 725/1125]  train_loss=0.7385  val_loss=0.8186
INFO:Train: [2: 750/1125]  train_loss=1.006  val_loss=0.8111
INFO:Train: [2: 775/1125]  train_loss=0.5737  val_loss=0.807
INFO:Train: [2: 800/1125]  train_loss=0.6101  val_loss=0.7951
INFO:Train: [2: 825/1125]  train_loss=0.7069  val_loss=0.7972
INFO:Train: [2: 850/1125]  train_loss=0.574  val_loss=0.7843
INFO:Train: [2: 875/1125]  train_loss=0.8519  val_loss=0.7772
INFO:Train: [2: 900/1125]  train_loss=0.6524  val_loss=0.9039
INFO:Train: [2: 925/1125]  train_loss=0.6371  val_loss=0.9067
INFO:Train: [2: 950/1125]  train_loss=0.5998  val_loss=0.9043
INFO:Train: [2: 975/1125]  train_loss=0.643  val_loss=0.9017
INFO:Train: [2: 1000/1125]  train_loss=1.571  val_loss=0.8992
INFO:Train: [2: 1025/1125]  train_loss=0.7098  val_loss=0.8961
INFO:Train: [2: 1050/1125]  train_loss=0.8081  val_loss=0.8935
INFO:Train: [2: 1075/1125]  train_loss=0.7632  val_loss=0.8908
INFO:Train: [2: 1100/1125]  train_loss=0.6485  val_loss=0.8873
INFO:Train: [2: 1125/1125]  train_loss=0.8209  val_loss=0.8847
INFO:Train: [2: 1125/1125]  train_loss=0.8193  val_loss=0.8847
INFO:Train: Model saved to ./saved_models_ellipse_loss/Gaussian_PnP_ADMM_2iters_MultiEllipse_2epochs.pth
INFO:Train: [3: 25/1125]  train_loss=0.9151  val_loss=0.8824
INFO:Train: [3: 50/1125]  train_loss=0.6836  val_loss=0.8803
INFO:Train: [3: 75/1125]  train_loss=0.8657  val_loss=0.8779
INFO:Train: [3: 100/1125]  train_loss=0.7722  val_loss=0.8755
INFO:Train: [3: 125/1125]  train_loss=0.6746  val_loss=0.872
INFO:Train: [3: 150/1125]  train_loss=0.6163  val_loss=0.8687
INFO:Train: [3: 175/1125]  train_loss=0.7186  val_loss=0.8655
INFO:Train: [3: 200/1125]  train_loss=0.7338  val_loss=0.8619
INFO:Train: [3: 225/1125]  train_loss=0.6436  val_loss=0.8589
INFO:Train: [3: 250/1125]  train_loss=0.7525  val_loss=0.8547
INFO:Train: [3: 275/1125]  train_loss=0.6157  val_loss=0.8477
INFO:Train: [3: 300/1125]  train_loss=0.6252  val_loss=0.8351
INFO:Train: [3: 325/1125]  train_loss=0.6541  val_loss=0.8058
INFO:Train: [3: 350/1125]  train_loss=0.5816  val_loss=0.7244
INFO:Train: [3: 375/1125]  train_loss=0.6836  val_loss=0.9322
INFO:Train: [3: 400/1125]  train_loss=0.8331  val_loss=0.9331
INFO:Train: [3: 425/1125]  train_loss=0.6837  val_loss=0.9284
INFO:Train: [3: 450/1125]  train_loss=0.8746  val_loss=0.922
INFO:Train: [3: 475/1125]  train_loss=1.558  val_loss=0.912
INFO:Train: [3: 500/1125]  train_loss=0.8734  val_loss=0.896
INFO:Train: [3: 525/1125]  train_loss=0.9736  val_loss=0.8711
INFO:Train: [3: 550/1125]  train_loss=2.336  val_loss=0.8373
INFO:Train: [3: 575/1125]  train_loss=0.5863  val_loss=0.8104
INFO:Train: [3: 600/1125]  train_loss=0.5644  val_loss=0.8029
INFO:Train: [3: 625/1125]  train_loss=0.9331  val_loss=0.7946
INFO:Train: [3: 650/1125]  train_loss=0.7497  val_loss=0.7864
INFO:Train: [3: 675/1125]  train_loss=0.613  val_loss=0.7776
INFO:Train: [3: 700/1125]  train_loss=0.5748  val_loss=0.7692
INFO:Train: [3: 725/1125]  train_loss=0.5841  val_loss=0.7597
INFO:Train: [3: 750/1125]  train_loss=0.5729  val_loss=0.7442
INFO:Train: [3: 775/1125]  train_loss=1.42  val_loss=0.7263
INFO:Train: [3: 800/1125]  train_loss=0.6394  val_loss=0.73
INFO:Train: [3: 825/1125]  train_loss=0.5346  val_loss=0.7212
INFO:Train: [3: 850/1125]  train_loss=0.9835  val_loss=0.7197
INFO:Train: [3: 875/1125]  train_loss=0.5455  val_loss=0.7195
INFO:Train: [3: 900/1125]  train_loss=0.7756  val_loss=0.7225
INFO:Train: [3: 925/1125]  train_loss=0.6025  val_loss=0.7224
INFO:Train: [3: 950/1125]  train_loss=0.8284  val_loss=0.7176
INFO:Train: [3: 975/1125]  train_loss=0.5872  val_loss=0.7118
INFO:Train: [3: 1000/1125]  train_loss=0.582  val_loss=0.7148
INFO:Train: [3: 1025/1125]  train_loss=0.5897  val_loss=0.7604
INFO:Train: [3: 1050/1125]  train_loss=1.223  val_loss=0.7387
INFO:Train: [3: 1075/1125]  train_loss=0.7509  val_loss=0.7153
INFO:Train: [3: 1100/1125]  train_loss=0.5522  val_loss=0.7785
INFO:Train: [3: 1125/1125]  train_loss=0.7705  val_loss=0.7377
INFO:Train: [3: 1125/1125]  train_loss=0.6737  val_loss=0.7377
INFO:Train: Model saved to ./saved_models_ellipse_loss/Gaussian_PnP_ADMM_2iters_MultiEllipse_3epochs.pth
INFO:Train: [4: 25/1125]  train_loss=0.5694  val_loss=0.7129
INFO:Train: [4: 50/1125]  train_loss=0.5362  val_loss=0.7111
INFO:Train: [4: 75/1125]  train_loss=0.9907  val_loss=0.7114
INFO:Train: [4: 100/1125]  train_loss=0.5656  val_loss=0.7185
INFO:Train: [4: 125/1125]  train_loss=0.7251  val_loss=0.7174
INFO:Train: [4: 150/1125]  train_loss=0.6309  val_loss=0.7117
INFO:Train: [4: 175/1125]  train_loss=0.6447  val_loss=0.7067
INFO:Train: [4: 200/1125]  train_loss=0.5453  val_loss=0.7098
INFO:Train: [4: 225/1125]  train_loss=0.5727  val_loss=0.7422
INFO:Train: [4: 250/1125]  train_loss=0.6203  val_loss=0.7174
INFO:Train: [4: 275/1125]  train_loss=0.6056  val_loss=0.7161
INFO:Train: [4: 300/1125]  train_loss=0.7072  val_loss=0.7148
INFO:Train: [4: 325/1125]  train_loss=0.8394  val_loss=0.7099
INFO:Train: [4: 350/1125]  train_loss=0.5762  val_loss=0.7091
INFO:Train: [4: 375/1125]  train_loss=0.6123  val_loss=0.7111
INFO:Train: [4: 400/1125]  train_loss=0.5719  val_loss=0.7114
INFO:Train: [4: 425/1125]  train_loss=0.5266  val_loss=0.7079
INFO:Train: [4: 450/1125]  train_loss=0.7863  val_loss=0.7513
INFO:Train: [4: 475/1125]  train_loss=0.5407  val_loss=0.7234
INFO:Train: [4: 500/1125]  train_loss=0.6893  val_loss=0.7175
INFO:Train: [4: 525/1125]  train_loss=0.5774  val_loss=0.7559
INFO:Train: [4: 550/1125]  train_loss=0.5525  val_loss=0.8056
INFO:Train: [4: 575/1125]  train_loss=0.6747  val_loss=0.7703
INFO:Train: [4: 600/1125]  train_loss=0.7578  val_loss=0.7435
INFO:Train: [4: 625/1125]  train_loss=1.076  val_loss=0.7193
INFO:Train: [4: 650/1125]  train_loss=0.7801  val_loss=0.7154
INFO:Train: [4: 675/1125]  train_loss=0.5218  val_loss=0.7029
INFO:Train: [4: 700/1125]  train_loss=0.7995  val_loss=0.7952
INFO:Train: [4: 725/1125]  train_loss=0.6708  val_loss=0.7497
INFO:Train: [4: 750/1125]  train_loss=0.5852  val_loss=0.719
INFO:Train: [4: 775/1125]  train_loss=0.5679  val_loss=0.7045
INFO:Train: [4: 800/1125]  train_loss=0.5351  val_loss=0.7037
INFO:Train: [4: 825/1125]  train_loss=0.5408  val_loss=0.7097
INFO:Train: [4: 850/1125]  train_loss=0.6942  val_loss=0.6999
INFO:Train: [4: 875/1125]  train_loss=0.9411  val_loss=0.6981
INFO:Train: [4: 900/1125]  train_loss=0.5593  val_loss=0.7198
INFO:Train: [4: 925/1125]  train_loss=0.5249  val_loss=0.7032
INFO:Train: [4: 950/1125]  train_loss=0.5612  val_loss=0.6961
INFO:Train: [4: 975/1125]  train_loss=0.5191  val_loss=0.7009
INFO:Train: [4: 1000/1125]  train_loss=0.9447  val_loss=0.6923
INFO:Train: [4: 1025/1125]  train_loss=0.6326  val_loss=0.7125
INFO:Train: [4: 1050/1125]  train_loss=0.7959  val_loss=0.9349
INFO:Train: [4: 1075/1125]  train_loss=0.7884  val_loss=0.9345
INFO:Train: [4: 1100/1125]  train_loss=0.7068  val_loss=0.9331
INFO:Train: [4: 1125/1125]  train_loss=0.8662  val_loss=0.9318
INFO:Train: [4: 1125/1125]  train_loss=0.8538  val_loss=0.9318
INFO:Train: [5: 25/1125]  train_loss=0.7262  val_loss=0.9302
INFO:Train: [5: 50/1125]  train_loss=0.6879  val_loss=0.9285
INFO:Train: [5: 75/1125]  train_loss=0.6928  val_loss=0.9269
INFO:Train: [5: 100/1125]  train_loss=0.7018  val_loss=0.925
INFO:Train: [5: 125/1125]  train_loss=0.9108  val_loss=0.9229
INFO:Train: [5: 150/1125]  train_loss=0.7183  val_loss=0.9205
INFO:Train: [5: 175/1125]  train_loss=0.7278  val_loss=0.9176
INFO:Train: [5: 200/1125]  train_loss=0.6943  val_loss=0.9142
INFO:Train: [5: 225/1125]  train_loss=0.7109  val_loss=0.9126
INFO:Train: [5: 250/1125]  train_loss=0.7005  val_loss=0.9091
INFO:Train: [5: 275/1125]  train_loss=0.6712  val_loss=0.9035
INFO:Train: [5: 300/1125]  train_loss=0.6894  val_loss=0.8987
INFO:Train: [5: 325/1125]  train_loss=0.7699  val_loss=0.8948
INFO:Train: [5: 350/1125]  train_loss=0.7486  val_loss=0.8913
INFO:Train: [5: 375/1125]  train_loss=0.7266  val_loss=0.8857
INFO:Train: [5: 400/1125]  train_loss=0.6752  val_loss=0.8771
INFO:Train: [5: 425/1125]  train_loss=0.6196  val_loss=0.8724
INFO:Train: [5: 450/1125]  train_loss=0.6754  val_loss=0.8678
INFO:Train: [5: 475/1125]  train_loss=0.8425  val_loss=0.8627
INFO:Train: [5: 500/1125]  train_loss=0.9416  val_loss=0.8579
INFO:Train: [5: 525/1125]  train_loss=0.7589  val_loss=0.8497
INFO:Train: [5: 550/1125]  train_loss=0.7904  val_loss=0.8379
INFO:Train: [5: 575/1125]  train_loss=0.6343  val_loss=0.8247
INFO:Train: [5: 600/1125]  train_loss=1.797  val_loss=0.8117
INFO:Train: [5: 625/1125]  train_loss=0.7749  val_loss=0.7739
INFO:Train: [5: 650/1125]  train_loss=0.5757  val_loss=0.7639
INFO:Train: [5: 675/1125]  train_loss=0.6089  val_loss=0.7591
INFO:Train: [5: 700/1125]  train_loss=0.5714  val_loss=0.755
INFO:Train: [5: 725/1125]  train_loss=1.179  val_loss=0.7541
INFO:Train: [5: 750/1125]  train_loss=0.9384  val_loss=0.7698
INFO:Train: [5: 775/1125]  train_loss=0.5906  val_loss=0.7549
INFO:Train: [5: 800/1125]  train_loss=0.9346  val_loss=0.8265
INFO:Train: [5: 825/1125]  train_loss=1.063  val_loss=0.8325
INFO:Train: [5: 850/1125]  train_loss=0.6668  val_loss=0.8204
INFO:Train: [5: 875/1125]  train_loss=0.5458  val_loss=0.7993
INFO:Train: [5: 900/1125]  train_loss=0.6114  val_loss=0.7777
INFO:Train: [5: 925/1125]  train_loss=0.5478  val_loss=0.7561
INFO:Train: [5: 950/1125]  train_loss=0.853  val_loss=0.8827
INFO:Train: [5: 975/1125]  train_loss=0.6004  val_loss=0.8967
INFO:Train: [5: 1000/1125]  train_loss=0.8175  val_loss=0.887
INFO:Train: [5: 1025/1125]  train_loss=2.006  val_loss=0.8815
INFO:Train: [5: 1050/1125]  train_loss=1.245  val_loss=0.8786
INFO:Train: [5: 1075/1125]  train_loss=0.7534  val_loss=0.8767
INFO:Train: [5: 1100/1125]  train_loss=0.7846  val_loss=0.8746
INFO:Train: [5: 1125/1125]  train_loss=0.6688  val_loss=0.8736
INFO:Train: [5: 1125/1125]  train_loss=0.8134  val_loss=0.8736
INFO:Train: Model saved to ./saved_models_ellipse_loss/Gaussian_PnP_ADMM_2iters_MultiEllipse_5epochs.pth
INFO:Train: [6: 25/1125]  train_loss=0.6373  val_loss=0.8711
INFO:Train: [6: 50/1125]  train_loss=0.9076  val_loss=0.8692
INFO:Train: [6: 75/1125]  train_loss=1.163  val_loss=0.8653
INFO:Train: [6: 100/1125]  train_loss=0.6925  val_loss=0.8614
INFO:Train: [6: 125/1125]  train_loss=0.8342  val_loss=0.8574
INFO:Train: [6: 150/1125]  train_loss=2.341  val_loss=0.8524
INFO:Train: [6: 175/1125]  train_loss=1.167  val_loss=0.8487
INFO:Train: [6: 200/1125]  train_loss=0.6363  val_loss=0.8429
INFO:Train: [6: 225/1125]  train_loss=0.7458  val_loss=0.8357
INFO:Train: [6: 250/1125]  train_loss=0.5804  val_loss=0.8283
INFO:Train: [6: 275/1125]  train_loss=0.6063  val_loss=0.8213
INFO:Train: [6: 300/1125]  train_loss=0.5996  val_loss=0.8119
INFO:Train: [6: 325/1125]  train_loss=0.6089  val_loss=0.802
INFO:Train: [6: 350/1125]  train_loss=1.223  val_loss=0.7943
INFO:Train: [6: 375/1125]  train_loss=0.6353  val_loss=0.7735
INFO:Train: [6: 400/1125]  train_loss=0.5257  val_loss=0.7539
INFO:Train: [6: 425/1125]  train_loss=0.6051  val_loss=0.7498
INFO:Train: [6: 450/1125]  train_loss=0.5177  val_loss=0.7479
INFO:Train: [6: 475/1125]  train_loss=0.5445  val_loss=0.7498
INFO:Train: [6: 500/1125]  train_loss=0.5724  val_loss=0.7655
INFO:Train: [6: 525/1125]  train_loss=0.5717  val_loss=0.7473
INFO:Train: [6: 550/1125]  train_loss=1.062  val_loss=0.7501
INFO:Train: [6: 575/1125]  train_loss=0.5491  val_loss=0.747
INFO:Train: [6: 600/1125]  train_loss=0.5644  val_loss=0.7468
INFO:Train: [6: 625/1125]  train_loss=0.7684  val_loss=0.7438
INFO:Train: [6: 650/1125]  train_loss=0.6019  val_loss=0.7961
INFO:Train: [6: 675/1125]  train_loss=0.6394  val_loss=0.8193
INFO:Train: [6: 700/1125]  train_loss=0.7945  val_loss=0.8105
INFO:Train: [6: 725/1125]  train_loss=0.6321  val_loss=0.8017
INFO:Train: [6: 750/1125]  train_loss=0.6006  val_loss=0.7908
INFO:Train: [6: 775/1125]  train_loss=0.7542  val_loss=0.7795
INFO:Train: [6: 800/1125]  train_loss=0.5594  val_loss=0.7658
INFO:Train: [6: 825/1125]  train_loss=0.5525  val_loss=0.7437
INFO:Train: [6: 850/1125]  train_loss=0.9501  val_loss=0.7406
INFO:Train: [6: 875/1125]  train_loss=0.575  val_loss=0.7599
INFO:Train: [6: 900/1125]  train_loss=0.6229  val_loss=0.7464
INFO:Train: [6: 925/1125]  train_loss=0.9146  val_loss=0.7328
INFO:Train: [6: 950/1125]  train_loss=0.8147  val_loss=1.202
INFO:Train: [6: 975/1125]  train_loss=1.006  val_loss=1.041
INFO:Train: [6: 1000/1125]  train_loss=0.7203  val_loss=1.018
INFO:Train: [6: 1025/1125]  train_loss=0.703  val_loss=0.9915
INFO:Train: [6: 1050/1125]  train_loss=0.6491  val_loss=0.9515
INFO:Train: [6: 1075/1125]  train_loss=0.7394  val_loss=0.7006
INFO:Train: [6: 1100/1125]  train_loss=0.6197  val_loss=0.7862
INFO:Train: [6: 1125/1125]  train_loss=0.9175  val_loss=1.086
INFO:Train: [6: 1125/1125]  train_loss=1.006  val_loss=1.086
INFO:Train: [7: 25/1125]  train_loss=0.8155  val_loss=1.091
INFO:Train: [7: 50/1125]  train_loss=0.9141  val_loss=1.072
INFO:Train: [7: 75/1125]  train_loss=0.7619  val_loss=1.052
INFO:Train: [7: 100/1125]  train_loss=0.7411  val_loss=1.034
INFO:Train: [7: 125/1125]  train_loss=0.7125  val_loss=1.02
INFO:Train: [7: 150/1125]  train_loss=1.016  val_loss=1.001
INFO:Train: [7: 175/1125]  train_loss=0.756  val_loss=0.9803
INFO:Train: [7: 200/1125]  train_loss=0.6826  val_loss=0.9539
INFO:Train: [7: 225/1125]  train_loss=0.6239  val_loss=0.9326
INFO:Train: [7: 250/1125]  train_loss=0.7049  val_loss=0.9201
INFO:Train: [7: 275/1125]  train_loss=0.6524  val_loss=0.9068
INFO:Train: [7: 300/1125]  train_loss=0.7465  val_loss=0.8906
INFO:Train: [7: 325/1125]  train_loss=0.7191  val_loss=0.8765
INFO:Train: [7: 350/1125]  train_loss=0.7609  val_loss=0.8589
INFO:Train: [7: 375/1125]  train_loss=0.6925  val_loss=0.8339
INFO:Train: [7: 400/1125]  train_loss=0.5537  val_loss=0.7373
INFO:Train: [7: 425/1125]  train_loss=1.347  val_loss=1.08
INFO:Train: [7: 450/1125]  train_loss=1.2  val_loss=1.196
INFO:Train: [7: 475/1125]  train_loss=0.75  val_loss=1.147
INFO:Train: [7: 500/1125]  train_loss=0.844  val_loss=1.135
INFO:Train: [7: 525/1125]  train_loss=0.7862  val_loss=1.125
INFO:Train: [7: 550/1125]  train_loss=0.9019  val_loss=1.116
INFO:Train: [7: 575/1125]  train_loss=1.915  val_loss=1.109
INFO:Train: [7: 600/1125]  train_loss=2.525  val_loss=1.104
INFO:Train: [7: 625/1125]  train_loss=0.9998  val_loss=1.099
INFO:Train: [7: 650/1125]  train_loss=0.7596  val_loss=1.094
INFO:Train: [7: 675/1125]  train_loss=0.7098  val_loss=1.088
INFO:Train: [7: 700/1125]  train_loss=0.9126  val_loss=1.079
INFO:Train: [7: 725/1125]  train_loss=0.761  val_loss=1.012
INFO:Train: [7: 750/1125]  train_loss=1.763  val_loss=2.615
INFO:Train: [7: 775/1125]  train_loss=0.8556  val_loss=1.296
INFO:Train: [7: 800/1125]  train_loss=0.8601  val_loss=1.188
INFO:Train: [7: 825/1125]  train_loss=2.924  val_loss=1.168
INFO:Train: [7: 850/1125]  train_loss=0.8052  val_loss=1.15
INFO:Train: [7: 875/1125]  train_loss=0.8239  val_loss=1.144
INFO:Train: [7: 900/1125]  train_loss=1.018  val_loss=1.14
INFO:Train: [7: 925/1125]  train_loss=0.8416  val_loss=1.134
INFO:Train: [7: 950/1125]  train_loss=2.716  val_loss=1.131
INFO:Train: [7: 975/1125]  train_loss=0.8516  val_loss=1.125
INFO:Train: [7: 1000/1125]  train_loss=0.7456  val_loss=1.121
INFO:Train: [7: 1025/1125]  train_loss=0.9897  val_loss=1.118
INFO:Train: [7: 1050/1125]  train_loss=0.8477  val_loss=1.112
INFO:Train: [7: 1075/1125]  train_loss=1.16  val_loss=1.108
INFO:Train: [7: 1100/1125]  train_loss=1.223  val_loss=1.103
INFO:Train: [7: 1125/1125]  train_loss=0.8141  val_loss=1.098
INFO:Train: [7: 1125/1125]  train_loss=1.013  val_loss=1.098
INFO:Train: [8: 25/1125]  train_loss=0.949  val_loss=1.093
INFO:Train: [8: 50/1125]  train_loss=0.83  val_loss=1.086
INFO:Train: [8: 75/1125]  train_loss=0.922  val_loss=1.079
INFO:Train: [8: 100/1125]  train_loss=0.8531  val_loss=1.069
INFO:Train: [8: 125/1125]  train_loss=0.7424  val_loss=1.057
INFO:Train: [8: 150/1125]  train_loss=0.7736  val_loss=1.037
INFO:Train: [8: 175/1125]  train_loss=0.9195  val_loss=1.006
INFO:Train: [8: 200/1125]  train_loss=0.5963  val_loss=0.9659
INFO:Train: [8: 225/1125]  train_loss=0.6764  val_loss=0.8298
INFO:Train: [8: 250/1125]  train_loss=0.7655  val_loss=0.9746
INFO:Train: [8: 275/1125]  train_loss=0.7107  val_loss=0.8936
INFO:Train: [8: 300/1125]  train_loss=0.6828  val_loss=0.8803
INFO:Train: [8: 325/1125]  train_loss=0.9114  val_loss=0.8748
INFO:Train: [8: 350/1125]  train_loss=0.7359  val_loss=0.8722
INFO:Train: [8: 375/1125]  train_loss=0.6739  val_loss=0.8708
INFO:Train: [8: 400/1125]  train_loss=0.7872  val_loss=0.8698
INFO:Train: [8: 425/1125]  train_loss=0.5682  val_loss=0.8683
INFO:Train: [8: 450/1125]  train_loss=0.8257  val_loss=0.8669
INFO:Train: [8: 475/1125]  train_loss=0.7542  val_loss=0.8651
INFO:Train: [8: 500/1125]  train_loss=0.6409  val_loss=0.8631
INFO:Train: [8: 525/1125]  train_loss=0.5786  val_loss=0.8618
INFO:Train: [8: 550/1125]  train_loss=0.6077  val_loss=0.8599
INFO:Train: [8: 575/1125]  train_loss=0.6593  val_loss=0.8589
INFO:Train: [8: 600/1125]  train_loss=0.7866  val_loss=0.8552
INFO:Train: [8: 625/1125]  train_loss=0.6163  val_loss=0.8532
INFO:Train: [8: 650/1125]  train_loss=0.5654  val_loss=0.8512
INFO:Train: [8: 675/1125]  train_loss=0.5788  val_loss=0.8498
INFO:Train: [8: 700/1125]  train_loss=0.6307  val_loss=0.8476
INFO:Train: [8: 725/1125]  train_loss=1.003  val_loss=0.845
INFO:Train: [8: 750/1125]  train_loss=0.7444  val_loss=0.8437
INFO:Train: [8: 775/1125]  train_loss=0.8143  val_loss=0.8404
INFO:Train: [8: 800/1125]  train_loss=0.588  val_loss=0.8354
INFO:Train: [8: 825/1125]  train_loss=0.6029  val_loss=0.8331
INFO:Train: [8: 850/1125]  train_loss=0.5519  val_loss=0.8308
INFO:Train: [8: 875/1125]  train_loss=0.5715  val_loss=0.8278
INFO:Train: [8: 900/1125]  train_loss=0.5626  val_loss=0.825
